record_date,facility_id,region_type,blood_group,product_name,units_requested,current_inventory,forecast_demand,recommended_stock,inventory_gap,predicted_shortage_probability,shortage_risk_level,wastage_rate,expiry_risk,inventory_status,recommended_action
2024-12-01,BB_0040,rural,B_pos,whole_blood,247,191.5,243.5,269.3,77.8,0.28,High,23.84,High,Adequate,Investigate High Wastage
2024-10-01,BB_0144,peri_urban,A_pos,platelet_concentrate,241,189.0,241.0,266.7,77.7,0.25,Moderate,23.28,High,Recovered,Prioritize Near-Expiry Usage
2024-11-01,BB_0119,peri_urban,O_pos,platelet_concentrate,230,196.67,248.33,274.4,77.7,0.22,Low,10.55,Low,Adequate,Reorder Soon
2024-03-01,BB_0037,peri_urban,A_neg,packed_RBC,261,199.5,252.5,277.2,77.7,0.21,Low,18.6,Moderate,Recovered,Reorder Soon
2024-10-01,BB_0128,urban,O_pos,group_O_neg_emergency,227,187.5,239.5,265.2,77.7,0.29,Critical,15.05,Moderate,Recovered,Reorder Soon
2022-07-01,BB_0003,rural,AB_neg,cryoprecipitate,261,205.0,261.0,282.7,77.7,0.33,Critical,13.17,Low,Adequate,Reorder Soon
2024-12-01,BB_0060,urban,O_pos,whole_blood,216,202.6,253.3,280.3,77.7,0.25,Moderate,16.7,Moderate,Adequate,Reorder Soon
2024-09-01,BB_0058,urban,O_pos,group_O_neg_emergency,254,206.0,248.83,283.7,77.7,0.21,Low,17.84,Moderate,Recovered,Reorder Soon
2024-09-01,BB_0095,urban,O_pos,fresh_frozen_plasma,268,195.7,250.8,273.4,77.7,0.3,Critical,16.82,Moderate,Recovered,Reorder Soon
2022-07-01,BB_0111,peri_urban,A_neg,packed_RBC,251,198.0,251.0,275.7,77.7,0.21,Low,27.27,High,Low Stock,Investigate High Wastage
2024-10-01,BB_0080,urban,B_pos,group_O_neg_emergency,256,201.67,254.0,279.3,77.6,0.27,High,12.45,Low,Adequate,Reorder Soon
2024-11-01,BB_0039,urban,B_pos,group_O_neg_emergency,234,199.67,252.0,277.3,77.6,0.32,Critical,17.98,Moderate,Adequate,Reorder Soon
2023-12-01,BB_0067,peri_urban,AB_pos,fresh_frozen_plasma,236,184.0,236.0,261.6,77.6,0.28,High,17.93,Moderate,Adequate,Reorder Soon
2022-07-01,BB_0033,rural,AB_pos,fresh_frozen_plasma,247,195.0,247.0,272.6,77.6,0.23,Moderate,18.46,Moderate,Adequate,Reorder Soon
2024-12-01,BB_0026,rural,A_pos,packed_RBC,275,202.0,259.0,279.6,77.6,0.28,High,17.41,Moderate,Recovered,Reorder Soon
2024-02-01,BB_0073,urban,O_pos,whole_blood,235,200.25,252.5,277.8,77.6,0.21,Low,15.76,Moderate,Adequate,Reorder Soon
2022-09-01,BB_0134,peri_urban,A_neg,cryoprecipitate,251,197.0,251.0,274.5,77.5,0.25,Moderate,18.27,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0013,peri_urban,O_pos,cryoprecipitate,241,197.4,250.73,274.9,77.5,0.29,Critical,16.38,Moderate,Recovered,Reorder Soon
2024-09-01,BB_0123,peri_urban,B_pos,packed_RBC,255,205.0,257.0,282.5,77.5,0.26,High,23.1,High,Low Stock,Investigate High Wastage
2024-09-01,BB_0079,urban,O_neg,packed_RBC,230,180.0,230.0,257.5,77.5,0.39,Critical,13.89,Low,Low Stock,Monitor Closely
2023-07-01,BB_0050,urban,B_pos,packed_RBC,242,190.0,242.0,267.5,77.5,0.16,Low,12.63,Low,Adequate,Reorder Soon
2024-10-01,BB_0147,rural,O_pos,packed_RBC,255,200.5,251.25,278.0,77.5,0.24,Moderate,19.84,High,Low Stock,Investigate High Wastage
2023-10-01,BB_0078,urban,A_neg,cryoprecipitate,243,200.5,254.5,278.0,77.5,0.25,Moderate,18.6,Moderate,Adequate,Reorder Soon
2023-09-01,BB_0075,urban,B_pos,packed_RBC,250,200.0,252.0,277.5,77.5,0.28,High,17.36,Moderate,Low Stock,Reorder Soon
2024-11-01,BB_0054,rural,B_pos,packed_RBC,245,196.5,248.5,274.0,77.5,0.28,High,16.83,Moderate,Low Stock,Reorder Soon
2024-10-01,BB_0066,peri_urban,A_pos,group_O_neg_emergency,255,200.67,250.33,278.2,77.5,0.22,Moderate,13.31,Low,Adequate,Reorder Soon
2023-09-01,BB_0071,urban,B_pos,fresh_frozen_plasma,264,202.33,253.67,279.7,77.4,0.16,Low,18.13,Moderate,Recovered,Reorder Soon
2023-09-01,BB_0057,rural,O_pos,platelet_concentrate,272,201.67,253.0,279.1,77.4,0.21,Low,16.48,Moderate,Critical,Reorder Soon
2024-12-01,BB_0050,urban,O_pos,fresh_frozen_plasma,235,196.12,248.0,273.5,77.4,0.16,Low,15.96,Moderate,Adequate,Reorder Soon
2024-12-01,BB_0013,rural,A_pos,platelet_concentrate,254,201.0,252.75,278.4,77.4,0.29,Critical,14.17,Moderate,Low Stock,Reorder Soon
2024-06-01,BB_0113,urban,A_pos,fresh_frozen_plasma,262,202.33,254.67,279.7,77.4,0.25,Moderate,11.51,Low,Critical,Reorder Soon
2024-04-01,BB_0116,urban,AB_neg,platelet_concentrate,249,192.0,249.0,269.4,77.4,0.29,High,10.42,Low,Recovered,Reorder Soon
2022-12-01,BB_0015,peri_urban,B_pos,whole_blood,258,208.67,260.33,286.1,77.4,0.25,Moderate,18.79,Moderate,Adequate,Reorder Soon
2024-01-01,BB_0079,urban,O_pos,packed_RBC,259,199.67,248.89,277.0,77.3,0.39,Critical,17.16,Moderate,Adequate,Monitor Closely
2022-12-01,BB_0118,rural,B_pos,platelet_concentrate,269,207.5,258.5,284.8,77.3,0.29,Critical,17.38,Moderate,Adequate,Reorder Soon
2022-10-01,BB_0060,peri_urban,B_pos,group_O_neg_emergency,243,191.0,243.0,268.3,77.3,0.25,Moderate,19.37,High,Adequate,Investigate High Wastage
2023-06-01,BB_0017,peri_urban,A_pos,whole_blood,263,208.0,258.5,285.3,77.3,0.26,High,12.18,Low,Low Stock,Reorder Soon
2024-12-01,BB_0055,urban,O_pos,cryoprecipitate,234,202.83,256.5,280.1,77.3,0.24,Moderate,18.5,Moderate,Adequate,Reorder Soon
2024-06-01,BB_0032,urban,O_pos,cryoprecipitate,265,198.67,248.83,276.0,77.3,0.29,High,15.52,Moderate,Adequate,Reorder Soon
2023-11-01,BB_0006,peri_urban,B_pos,group_O_neg_emergency,287,199.0,251.0,276.3,77.3,0.22,Low,15.83,Moderate,Low Stock,Reorder Soon
2024-12-01,BB_0045,urban,B_pos,platelet_concentrate,237,186.0,237.0,263.3,77.3,0.22,Low,24.73,High,Adequate,Prioritize Near-Expiry Usage
2024-11-01,BB_0031,peri_urban,O_pos,platelet_concentrate,253,190.88,250.12,268.2,77.3,0.24,Moderate,15.07,Moderate,Adequate,Reorder Soon
2024-08-01,BB_0057,rural,A_neg,whole_blood,245,196.0,245.5,273.3,77.3,0.21,Low,9.72,Low,Low Stock,Reorder Soon
2024-12-01,BB_0144,urban,A_pos,group_O_neg_emergency,262,204.67,254.0,281.9,77.2,0.25,Moderate,15.29,Moderate,Critical,Reorder Soon
2023-03-01,BB_0088,rural,B_pos,packed_RBC,241,193.0,244.67,270.2,77.2,0.32,Critical,14.79,Moderate,Adequate,Reorder Soon
2024-06-01,BB_0110,peri_urban,B_pos,packed_RBC,261,199.25,251.0,276.5,77.2,0.29,Critical,20.8,High,Adequate,Investigate High Wastage
2024-03-01,BB_0081,urban,A_neg,packed_RBC,230,178.0,230.5,255.2,77.2,0.26,High,17.31,Moderate,Recovered,Reorder Soon
2024-06-01,BB_0121,urban,O_pos,group_O_neg_emergency,245,198.0,249.5,275.2,77.2,0.24,Moderate,21.82,High,Recovered,Investigate High Wastage
2023-06-01,BB_0133,urban,A_neg,platelet_concentrate,243,191.0,243.0,268.2,77.2,0.22,Low,24.08,High,Adequate,Prioritize Near-Expiry Usage
2024-12-01,BB_0079,peri_urban,B_pos,cryoprecipitate,230,191.75,244.0,269.0,77.2,0.39,Critical,13.94,Low,Recovered,Monitor Closely
2022-02-01,BB_0009,peri_urban,A_neg,platelet_concentrate,254,202.0,254.0,279.2,77.2,0.27,High,20.3,High,Recovered,Prioritize Near-Expiry Usage
2024-03-01,BB_0005,urban,O_pos,whole_blood,264,192.86,248.14,270.0,77.1,0.27,High,13.55,Low,Adequate,Reorder Soon
2024-12-01,BB_0089,urban,A_pos,cryoprecipitate,235,201.5,252.25,278.6,77.1,0.29,Critical,18.19,Moderate,Adequate,Reorder Soon
2024-10-01,BB_0108,peri_urban,A_pos,cryoprecipitate,240,199.0,249.67,276.1,77.1,0.22,Moderate,13.53,Low,Low Stock,Reorder Soon
2024-08-01,BB_0044,rural,O_pos,whole_blood,256,200.88,251.12,278.0,77.1,0.25,Moderate,16.88,Moderate,Recovered,Reorder Soon
2022-05-01,BB_0045,urban,A_pos,whole_blood,254,193.67,244.0,270.8,77.1,0.22,Low,19.25,High,Low Stock,Investigate High Wastage
2024-05-01,BB_0067,urban,AB_pos,platelet_concentrate,255,196.0,249.5,273.1,77.1,0.28,High,19.92,High,Recovered,Prioritize Near-Expiry Usage
2023-07-01,BB_0099,urban,A_pos,whole_blood,253,198.2,254.2,275.3,77.1,0.15,Low,22.99,High,Low Stock,Investigate High Wastage
2022-11-01,BB_0108,urban,B_pos,fresh_frozen_plasma,245,194.0,245.0,271.0,77.0,0.22,Moderate,17.53,Moderate,Adequate,Reorder Soon
2023-11-01,BB_0002,peri_urban,B_pos,cryoprecipitate,251,189.5,241.5,266.5,77.0,0.23,Moderate,11.01,Low,Adequate,Reorder Soon
2024-12-01,BB_0051,urban,O_pos,whole_blood,233,199.5,248.33,276.5,77.0,0.31,Critical,19.05,High,Adequate,Investigate High Wastage
2021-03-01,BB_0109,urban,B_pos,fresh_frozen_plasma,254,203.0,254.0,280.0,77.0,0.19,Low,12.81,Low,Critical,Reorder Soon
2024-12-01,BB_0105,urban,O_pos,group_O_neg_emergency,263,201.45,250.64,278.5,77.0,0.21,Low,17.09,Moderate,Low Stock,Reorder Soon
2022-02-01,BB_0100,urban,A_pos,fresh_frozen_plasma,243,191.0,243.0,268.0,77.0,0.27,High,17.28,Moderate,Adequate,Reorder Soon
2024-09-01,BB_0032,rural,O_neg,packed_RBC,221,192.5,242.0,269.5,77.0,0.29,High,19.93,High,Recovered,Investigate High Wastage
2024-09-01,BB_0096,rural,B_pos,packed_RBC,257,194.5,246.0,271.5,77.0,0.23,Moderate,22.61,High,Low Stock,Investigate High Wastage
2024-01-01,BB_0011,urban,A_pos,fresh_frozen_plasma,238,205.0,257.0,282.0,77.0,0.2,Low,10.3,Low,Adequate,Reorder Soon
2024-03-01,BB_0137,peri_urban,O_pos,packed_RBC,270,202.2,255.0,279.2,77.0,0.28,High,13.49,Low,Low Stock,Reorder Soon
2021-04-01,BB_0089,urban,B_pos,fresh_frozen_plasma,238,187.0,238.0,264.0,77.0,0.29,Critical,17.11,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0037,urban,O_pos,cryoprecipitate,269,207.38,256.12,284.4,77.0,0.21,Low,14.53,Moderate,Adequate,Reorder Soon
2024-08-01,BB_0056,urban,O_pos,whole_blood,226,198.25,242.75,275.2,76.9,0.32,Critical,18.01,Moderate,Adequate,Reorder Soon
2024-07-01,BB_0130,urban,A_pos,packed_RBC,262,209.5,260.0,286.4,76.9,0.27,High,17.42,Moderate,Low Stock,Reorder Soon
2023-10-01,BB_0097,urban,O_pos,group_O_neg_emergency,253,195.6,251.6,272.5,76.9,0.27,High,9.83,Low,Low Stock,Reorder Soon
2024-08-01,BB_0113,peri_urban,O_pos,fresh_frozen_plasma,248,185.5,235.75,262.4,76.9,0.25,Moderate,16.34,Moderate,Low Stock,Reorder Soon
2024-03-01,BB_0014,rural,O_pos,group_O_neg_emergency,236,200.3,251.0,277.2,76.9,0.27,High,17.66,Moderate,Adequate,Reorder Soon
2023-02-01,BB_0072,rural,A_pos,whole_blood,252,199.25,249.25,276.0,76.8,0.28,High,16.08,Moderate,Adequate,Reorder Soon
2024-06-01,BB_0088,peri_urban,O_pos,platelet_concentrate,227,199.33,250.0,276.1,76.8,0.32,Critical,20.67,High,Adequate,Prioritize Near-Expiry Usage
2024-02-01,BB_0132,urban,B_pos,whole_blood,253,216.33,267.33,293.1,76.8,0.23,Moderate,9.34,Low,Low Stock,Reorder Soon
2024-08-01,BB_0043,urban,O_pos,packed_RBC,269,219.0,269.0,295.8,76.8,0.25,Moderate,14.16,Moderate,Adequate,Reorder Soon
2024-06-01,BB_0030,urban,O_pos,packed_RBC,243,196.71,249.0,273.4,76.7,0.27,High,14.58,Moderate,Adequate,Reorder Soon
2021-04-01,BB_0001,urban,B_neg,whole_blood,246,193.0,246.0,269.7,76.7,0.31,Critical,13.99,Moderate,Low Stock,Reorder Soon
2022-01-01,BB_0107,rural,A_neg,packed_RBC,244,192.0,244.0,268.7,76.7,0.23,Moderate,11.46,Low,Adequate,Reorder Soon
2024-08-01,BB_0111,peri_urban,A_pos,packed_RBC,263,199.0,249.25,275.6,76.6,0.21,Low,17.57,Moderate,Recovered,Reorder Soon
2024-10-01,BB_0136,urban,O_pos,fresh_frozen_plasma,256,199.64,251.64,276.2,76.6,0.33,Critical,15.91,Moderate,Critical,Reorder Soon
2023-12-01,BB_0080,peri_urban,AB_pos,fresh_frozen_plasma,261,210.0,261.0,286.6,76.6,0.27,High,7.14,Low,Critical,Reorder Soon
2024-02-01,BB_0072,urban,AB_pos,platelet_concentrate,254,201.0,254.0,277.6,76.6,0.28,High,17.91,Moderate,Low Stock,Reorder Soon
2023-09-01,BB_0134,urban,B_pos,packed_RBC,256,205.0,256.0,281.5,76.5,0.25,Moderate,18.05,Moderate,Low Stock,Reorder Soon
2024-07-01,BB_0114,rural,O_pos,platelet_concentrate,239,207.17,249.67,283.7,76.5,0.21,Low,18.46,Moderate,Adequate,Reorder Soon
2021-01-01,BB_0045,peri_urban,B_pos,packed_RBC,246,195.0,246.0,271.5,76.5,0.22,Low,16.92,Moderate,Adequate,Reorder Soon
2024-01-01,BB_0023,rural,AB_pos,whole_blood,243,189.0,243.0,265.5,76.5,0.18,Low,7.41,Low,Adequate,Reorder Soon
2022-08-01,BB_0089,urban,AB_pos,whole_blood,243,189.0,243.0,265.5,76.5,0.29,Critical,20.11,High,Adequate,Investigate High Wastage
2024-10-01,BB_0021,peri_urban,O_pos,whole_blood,263,207.0,249.67,283.5,76.5,0.26,High,15.64,Moderate,Critical,Reorder Soon
2022-04-01,BB_0032,urban,AB_pos,whole_blood,241,187.0,241.0,263.5,76.5,0.29,High,22.46,High,Adequate,Investigate High Wastage
2023-12-01,BB_0034,rural,AB_pos,whole_blood,263,204.5,258.5,281.0,76.5,0.26,High,16.06,Moderate,Adequate,Reorder Soon
2024-08-01,BB_0069,rural,O_pos,fresh_frozen_plasma,264,200.83,249.67,277.3,76.5,0.15,Low,14.93,Moderate,Adequate,Reorder Soon
2022-01-01,BB_0124,urban,A_neg,cryoprecipitate,251,198.0,251.0,274.5,76.5,0.22,Low,10.61,Low,Adequate,Reorder Soon
2024-02-01,BB_0008,peri_urban,O_pos,platelet_concentrate,261,199.43,246.14,275.9,76.5,0.28,High,14.55,Moderate,Adequate,Reorder Soon
2024-06-01,BB_0006,rural,O_pos,packed_RBC,254,199.78,250.33,276.3,76.5,0.22,Low,18.62,Moderate,Recovered,Reorder Soon
2023-10-01,BB_0105,urban,O_pos,cryoprecipitate,254,194.0,252.67,270.5,76.5,0.21,Low,14.22,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0092,urban,O_pos,packed_RBC,255,197.25,245.88,273.6,76.4,0.18,Low,20.05,High,Low Stock,Investigate High Wastage
2024-12-01,BB_0031,peri_urban,A_pos,platelet_concentrate,263,205.25,256.0,281.7,76.4,0.24,Moderate,24.73,High,Adequate,Prioritize Near-Expiry Usage
2024-12-01,BB_0143,urban,A_pos,group_O_neg_emergency,237,196.5,245.0,272.9,76.4,0.24,Moderate,17.35,Moderate,Adequate,Reorder Soon
2024-08-01,BB_0008,urban,O_pos,group_O_neg_emergency,253,197.9,252.0,274.3,76.4,0.28,High,18.26,Moderate,Critical,Reorder Soon
2024-12-01,BB_0044,peri_urban,A_pos,cryoprecipitate,239,194.5,244.5,270.9,76.4,0.25,Moderate,14.68,Moderate,Adequate,Reorder Soon
2024-05-01,BB_0095,urban,A_pos,packed_RBC,236,194.5,244.5,270.9,76.4,0.3,Critical,16.78,Moderate,Adequate,Reorder Soon
2024-09-01,BB_0085,urban,A_pos,packed_RBC,256,206.0,256.0,282.4,76.4,0.3,Critical,15.05,Moderate,Adequate,Reorder Soon
2024-03-01,BB_0109,urban,A_pos,platelet_concentrate,260,206.0,256.67,282.4,76.4,0.19,Low,16.77,Moderate,Adequate,Reorder Soon
2024-04-01,BB_0114,urban,A_pos,packed_RBC,257,201.5,251.5,277.9,76.4,0.21,Low,12.55,Low,Recovered,Reorder Soon
2022-12-01,BB_0031,urban,A_pos,cryoprecipitate,260,210.0,260.0,286.4,76.4,0.24,Moderate,19.52,Moderate,Adequate,Reorder Soon
2023-11-01,BB_0128,rural,B_pos,platelet_concentrate,243,193.0,243.0,269.3,76.3,0.29,Critical,19.17,High,Adequate,Prioritize Near-Expiry Usage
2024-08-01,BB_0073,rural,B_pos,platelet_concentrate,224,174.0,224.0,250.3,76.3,0.21,Low,14.37,Moderate,Adequate,Reorder Soon
2024-06-01,BB_0009,urban,O_pos,cryoprecipitate,249,201.33,251.33,277.6,76.3,0.27,High,11.58,Low,Recovered,Reorder Soon
2024-08-01,BB_0123,urban,A_pos,group_O_neg_emergency,266,198.33,246.67,274.6,76.3,0.26,High,12.03,Low,Adequate,Reorder Soon
2023-05-01,BB_0140,urban,B_pos,group_O_neg_emergency,242,191.0,242.0,267.3,76.3,0.2,Low,4.19,Low,Recovered,Reorder Soon
2024-11-01,BB_0019,urban,B_pos,packed_RBC,261,198.2,253.2,274.5,76.3,0.33,Critical,14.34,Moderate,Adequate,Reorder Soon
2022-09-01,BB_0111,urban,B_pos,platelet_concentrate,244,194.0,244.0,270.3,76.3,0.21,Low,10.31,Low,Low Stock,Reorder Soon
2024-04-01,BB_0144,urban,O_pos,platelet_concentrate,256,198.6,258.0,274.9,76.3,0.25,Moderate,17.35,Moderate,Adequate,Reorder Soon
2022-09-01,BB_0005,peri_urban,B_pos,group_O_neg_emergency,241,190.0,241.0,266.3,76.3,0.27,High,10.53,Low,Adequate,Reorder Soon
2024-10-01,BB_0141,peri_urban,B_pos,group_O_neg_emergency,258,201.5,252.5,277.8,76.3,0.27,High,17.6,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0142,urban,O_pos,packed_RBC,239,204.0,252.67,280.3,76.3,0.2,Low,17.22,Moderate,Adequate,Reorder Soon
2023-08-01,BB_0142,peri_urban,B_pos,platelet_concentrate,243,193.0,243.0,269.3,76.3,0.2,Low,15.03,Moderate,Adequate,Reorder Soon
2024-06-01,BB_0087,urban,B_pos,platelet_concentrate,260,198.0,248.0,274.3,76.3,0.21,Low,15.94,Moderate,Adequate,Reorder Soon
2023-03-01,BB_0011,urban,A_pos,platelet_concentrate,246,204.5,255.0,280.7,76.2,0.2,Low,13.86,Low,Adequate,Reorder Soon
2021-11-01,BB_0047,peri_urban,A_neg,group_O_neg_emergency,256,205.0,256.0,281.2,76.2,0.33,Critical,19.02,High,Recovered,Monitor Closely
2024-10-01,BB_0129,peri_urban,O_pos,whole_blood,264,199.75,250.75,276.0,76.2,0.28,High,14.76,Moderate,Recovered,Reorder Soon
2024-05-01,BB_0149,urban,B_pos,fresh_frozen_plasma,262,205.0,255.25,281.2,76.2,0.2,Low,16.37,Moderate,Recovered,Reorder Soon
2024-10-01,BB_0029,peri_urban,A_pos,platelet_concentrate,244,204.5,255.0,280.7,76.2,0.16,Low,16.25,Moderate,Adequate,Reorder Soon
2024-05-01,BB_0027,urban,A_pos,packed_RBC,255,196.75,246.5,272.9,76.1,0.35,Critical,16.11,Moderate,Low Stock,Monitor Closely
2023-11-01,BB_0103,urban,B_pos,whole_blood,230,202.25,252.5,278.3,76.1,0.32,Critical,14.97,Moderate,Recovered,Reorder Soon
2023-12-01,BB_0110,rural,A_pos,cryoprecipitate,233,200.75,250.5,276.9,76.1,0.29,Critical,17.62,Moderate,Critical,Reorder Soon
2024-11-01,BB_0015,peri_urban,B_pos,platelet_concentrate,261,198.67,257.83,274.8,76.1,0.25,Moderate,13.34,Low,Low Stock,Reorder Soon
2024-09-01,BB_0021,rural,B_pos,packed_RBC,269,202.67,253.33,278.8,76.1,0.26,High,17.13,Moderate,Adequate,Reorder Soon
2024-10-01,BB_0129,rural,O_pos,platelet_concentrate,255,205.17,258.5,281.3,76.1,0.28,High,15.04,Moderate,Adequate,Reorder Soon
2024-10-01,BB_0006,urban,A_pos,cryoprecipitate,236,193.0,242.67,269.1,76.1,0.22,Low,17.47,Moderate,Adequate,Reorder Soon
2023-12-01,BB_0035,urban,A_pos,packed_RBC,257,194.33,244.0,270.4,76.1,0.24,Moderate,8.48,Low,Adequate,Reorder Soon
2024-05-01,BB_0102,urban,O_pos,cryoprecipitate,245,202.82,249.55,278.8,76.0,0.17,Low,16.57,Moderate,Adequate,Reorder Soon
2022-11-01,BB_0045,urban,B_pos,fresh_frozen_plasma,249,205.33,255.33,281.3,76.0,0.22,Low,15.38,Moderate,Adequate,Reorder Soon
2024-10-01,BB_0138,peri_urban,O_pos,whole_blood,268,196.0,258.6,272.0,76.0,0.28,High,16.11,Moderate,Adequate,Reorder Soon
2024-08-01,BB_0135,urban,B_pos,fresh_frozen_plasma,256,205.5,255.5,281.5,76.0,0.25,Moderate,17.42,Moderate,Adequate,Reorder Soon
2024-03-01,BB_0059,urban,A_pos,fresh_frozen_plasma,254,204.0,255.0,280.0,76.0,0.37,Critical,21.58,Moderate,Adequate,Monitor Closely
2023-06-01,BB_0141,urban,AB_neg,packed_RBC,260,207.0,260.0,283.0,76.0,0.27,High,12.08,Low,Adequate,Reorder Soon
2024-04-01,BB_0115,urban,AB_pos,packed_RBC,254,202.0,249.33,278.0,76.0,0.27,High,16.61,Moderate,Recovered,Reorder Soon
2024-11-01,BB_0012,urban,O_pos,whole_blood,238,202.17,252.83,278.2,76.0,0.23,Moderate,18.0,Moderate,Low Stock,Reorder Soon
2024-05-01,BB_0045,urban,A_pos,group_O_neg_emergency,217,205.0,253.0,280.9,75.9,0.22,Low,16.36,Moderate,Adequate,Reorder Soon
2024-10-01,BB_0128,urban,B_pos,whole_blood,251,201.6,260.6,277.5,75.9,0.29,Critical,16.99,Moderate,Adequate,Reorder Soon
2024-01-01,BB_0048,peri_urban,O_pos,group_O_neg_emergency,230,195.5,245.75,271.4,75.9,0.32,Critical,14.14,Moderate,Recovered,Reorder Soon
2024-07-01,BB_0107,rural,O_pos,fresh_frozen_plasma,259,197.67,247.0,273.6,75.9,0.23,Moderate,10.2,Low,Low Stock,Reorder Soon
2022-07-01,BB_0093,rural,A_pos,cryoprecipitate,254,199.0,248.5,274.9,75.9,0.29,High,13.84,Low,Recovered,Reorder Soon
2024-10-01,BB_0013,urban,O_pos,fresh_frozen_plasma,222,203.5,252.75,279.4,75.9,0.29,Critical,16.61,Moderate,Recovered,Reorder Soon
2024-09-01,BB_0047,urban,O_pos,packed_RBC,255,194.44,250.11,270.3,75.9,0.33,Critical,14.44,Moderate,Adequate,Monitor Closely
2023-01-01,BB_0081,urban,AB_pos,group_O_neg_emergency,234,191.0,240.5,266.9,75.9,0.26,High,18.91,Moderate,Low Stock,Reorder Soon
2023-10-01,BB_0137,rural,A_pos,cryoprecipitate,242,204.5,254.0,280.4,75.9,0.28,High,15.4,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0017,urban,O_neg,cryoprecipitate,274,226.0,274.0,301.8,75.8,0.26,High,26.55,Moderate,Recovered,Reorder Soon
2024-08-01,BB_0076,urban,O_pos,packed_RBC,264,200.5,249.5,276.3,75.8,0.21,Low,15.14,Moderate,Low Stock,Reorder Soon
2023-08-01,BB_0126,rural,A_neg,fresh_frozen_plasma,253,203.0,253.0,278.8,75.8,0.28,High,22.66,Moderate,Adequate,Reorder Soon
2024-01-01,BB_0041,peri_urban,B_pos,whole_blood,260,196.5,246.5,272.3,75.8,0.2,Low,12.95,Low,Adequate,Reorder Soon
2024-12-01,BB_0031,peri_urban,O_pos,fresh_frozen_plasma,256,200.58,248.25,276.4,75.8,0.24,Moderate,12.88,Low,Adequate,Reorder Soon
2024-07-01,BB_0093,urban,B_pos,platelet_concentrate,262,196.5,246.0,272.3,75.8,0.29,High,13.76,Low,Adequate,Reorder Soon
2024-04-01,BB_0014,peri_urban,O_pos,platelet_concentrate,257,209.0,258.67,284.8,75.8,0.27,High,18.59,Moderate,Adequate,Reorder Soon
2024-08-01,BB_0081,urban,O_pos,whole_blood,254,198.25,248.75,274.0,75.8,0.26,High,18.72,Moderate,Recovered,Reorder Soon
2024-07-01,BB_0146,rural,B_pos,packed_RBC,253,197.67,248.0,273.5,75.8,0.18,Low,12.96,Low,Adequate,Reorder Soon
2024-09-01,BB_0057,urban,B_pos,packed_RBC,287,208.67,259.0,284.5,75.8,0.21,Low,21.11,High,Critical,Investigate High Wastage
2024-11-01,BB_0143,rural,A_pos,fresh_frozen_plasma,270,200.8,255.0,276.6,75.8,0.24,Moderate,14.96,Moderate,Low Stock,Reorder Soon
2024-02-01,BB_0147,urban,AB_neg,cryoprecipitate,261,207.0,261.0,282.7,75.7,0.24,Moderate,3.38,Low,Low Stock,Reorder Soon
2022-01-01,BB_0038,rural,A_neg,packed_RBC,247,196.0,247.0,271.7,75.7,0.23,Moderate,11.73,Low,Adequate,Reorder Soon
2023-09-01,BB_0013,urban,O_pos,group_O_neg_emergency,244,206.0,256.0,281.7,75.7,0.29,Critical,12.38,Low,Recovered,Reorder Soon
2022-01-01,BB_0143,urban,AB_pos,packed_RBC,238,191.0,238.0,266.7,75.7,0.24,Moderate,20.42,High,Adequate,Investigate High Wastage
2024-04-01,BB_0094,urban,AB_neg,fresh_frozen_plasma,253,207.0,253.0,282.7,75.7,0.3,Critical,12.08,Low,Adequate,Reorder Soon
2024-11-01,BB_0050,urban,B_neg,whole_blood,239,211.0,263.0,286.7,75.7,0.16,Low,13.66,Low,Adequate,Reorder Soon
2024-12-01,BB_0040,rural,A_pos,cryoprecipitate,258,200.25,249.5,275.9,75.6,0.28,High,15.04,Moderate,Adequate,Reorder Soon
2023-08-01,BB_0095,peri_urban,A_pos,group_O_neg_emergency,277,214.33,262.0,289.9,75.6,0.3,Critical,17.42,Moderate,Low Stock,Reorder Soon
2024-09-01,BB_0037,urban,AB_pos,platelet_concentrate,259,207.0,259.0,282.6,75.6,0.21,Low,15.46,Moderate,Adequate,Reorder Soon
2024-10-01,BB_0051,peri_urban,O_pos,packed_RBC,239,196.0,249.22,271.6,75.6,0.31,Critical,18.46,Moderate,Adequate,Reorder Soon
2024-09-01,BB_0067,peri_urban,O_pos,whole_blood,235,207.6,249.1,283.2,75.6,0.28,High,16.01,Moderate,Low Stock,Reorder Soon
2024-09-01,BB_0120,peri_urban,O_pos,whole_blood,225,202.67,248.33,278.2,75.5,0.26,High,16.31,Moderate,Adequate,Reorder Soon
2023-10-01,BB_0040,urban,B_pos,fresh_frozen_plasma,234,195.0,244.5,270.5,75.5,0.28,High,16.9,Moderate,Recovered,Reorder Soon
2023-02-01,BB_0112,peri_urban,AB_pos,whole_blood,263,210.0,263.0,285.5,75.5,0.28,High,16.67,Moderate,Adequate,Reorder Soon
2024-03-01,BB_0080,urban,O_pos,cryoprecipitate,240,196.43,247.43,271.9,75.5,0.27,High,14.99,Moderate,Adequate,Reorder Soon
