id,facility_level,facility_id,region_type,collection_type,has_component_separation,has_nat_testing,has_blood_bank_fridge,has_platelet_agitator,blood_bank_staff_count,product_name,product_category,storage_temp_c,shelf_life_days,unit_cost_usd,blood_group,year,month,units_collected_month,units_requested_month,units_crossmatched,units_transfused,tti_screened_pct,tti_positive_pct,units_discarded_tti,units_expired,available_on_survey_day,shortage_in_last_month,shortage_days_last_month,shortage_cause,crossmatch_turnaround_hours,transfusion_reactions_month,maternal_deaths_no_blood,surgical_cancellations_no_blood,cold_chain_maintained,report_submitted,report_month,supply_demand_gap,total_wastage,wastage_rate,expiry_rate,tti_discard_rate,demand_fulfillment_rate,crossmatch_conversion_rate,collection_utilization_rate,inventory_demand_ratio,shortage_severity,wastage_risk,inventory_status
5831,national_blood_centre,BB_0064,urban,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2024,6,201,235,196,150,0.9000,7.00,14,26,1,0,0,not_applicable,1.40,1,0,0,0,1,2024-06-01,-34,40,19.90,12.94,6.97,63.83,76.53,74.63,0.00426,No Shortage,High,Adequate
5832,national_blood_centre,BB_0113,urban,VNRD_centralised,1,1,1,1,5,group_O_neg_emergency,red_cells,35,42,65.00,B_pos,2022,12,212,239,187,130,0.9100,3.80,8,24,1,1,6,demand_surge_trauma,1.00,0,1,0,1,1,2022-12-01,-27,32,15.09,11.32,3.77,54.39,69.52,61.32,0.00418,High,Moderate,Recovered
5833,national_blood_centre,BB_0078,urban,VNRD_centralised,1,1,1,1,11,whole_blood,red_cells,35,42,40.00,O_pos,2023,3,200,215,178,148,0.7900,6.60,13,20,0,0,0,not_applicable,0.50,0,0,0,1,1,2023-03-01,-15,33,16.50,10.00,6.50,68.84,83.15,74.00,0.00000,No Shortage,Moderate,Low Stock
5834,national_blood_centre,BB_0069,urban,VNRD_centralised,1,1,1,1,9,packed_RBC,red_cells,35,42,55.00,A_pos,2023,12,207,259,207,142,0.9400,11.50,23,18,1,0,0,not_applicable,1.60,0,0,0,0,1,2023-12-01,-52,41,19.81,8.70,11.11,54.83,68.60,68.60,0.00386,No Shortage,High,Adequate
5835,national_blood_centre,BB_0112,urban,VNRD_centralised,1,1,1,1,3,fresh_frozen_plasma,plasma,-25,365,45.00,A_pos,2021,9,210,228,187,130,1.0000,2.70,5,46,1,1,2,tti_positive_discard,0.50,1,0,3,1,1,2021-09-01,-18,51,24.29,21.90,2.38,57.02,69.52,61.90,0.00439,Low,High,Recovered
5836,national_blood_centre,BB_0033,rural,VNRD_centralised,1,1,1,1,6,platelet_concentrate,platelets,22,5,60.00,B_pos,2023,6,209,234,207,151,1.0000,10.20,21,28,1,0,0,not_applicable,0.80,1,0,0,1,1,2023-06-01,-25,49,23.44,13.40,10.05,64.53,72.95,72.25,0.00427,No Shortage,High,Adequate
5837,national_blood_centre,BB_0149,peri_urban,VNRD_centralised,1,1,1,1,4,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2023,8,199,238,199,128,0.8800,5.40,10,39,0,0,0,not_applicable,0.50,0,0,0,1,1,2023-08-01,-39,49,24.62,19.60,5.03,53.78,64.32,64.32,0.00000,No Shortage,High,Low Stock
5838,national_blood_centre,BB_0138,urban,VNRD_centralised,1,1,1,1,6,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2023,10,201,243,169,139,0.9700,0.50,1,39,1,0,0,not_applicable,2.20,0,0,0,1,1,2023-10-01,-42,40,19.90,19.40,0.50,57.20,82.25,69.15,0.00412,No Shortage,High,Adequate
5839,national_blood_centre,BB_0046,rural,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.00,B_pos,2024,12,204,255,204,149,0.8900,7.00,14,12,1,0,0,not_applicable,0.50,0,0,0,1,1,2024-12-01,-51,26,12.75,5.88,6.86,58.43,73.04,73.04,0.00392,No Shortage,Low,Adequate
5840,national_blood_centre,BB_0122,urban,VNRD_centralised,1,1,1,1,8,packed_RBC,red_cells,35,42,55.00,AB_pos,2022,3,197,252,197,169,0.8100,8.00,15,26,0,1,6,expired_units,2.60,0,0,0,1,1,2022-03-01,-55,41,20.81,13.20,7.61,67.06,85.79,85.79,0.00000,High,High,Critical
5841,national_blood_centre,BB_0020,peri_urban,VNRD_centralised,1,1,1,1,11,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2021,2,207,251,200,156,1.0000,0.50,1,24,1,1,13,collection_campaign_failed,0.50,0,0,1,1,1,2021-02-01,-44,25,12.08,11.59,0.48,62.15,78.00,75.36,0.00398,Critical,Low,Recovered
5842,national_blood_centre,BB_0042,rural,VNRD_centralised,1,1,1,1,10,platelet_concentrate,platelets,22,5,60.00,O_pos,2024,5,195,255,182,154,1.0000,4.10,7,48,1,0,0,not_applicable,1.30,1,0,0,1,1,2024-05-01,-60,55,28.21,24.62,3.59,60.39,84.62,78.97,0.00392,No Shortage,High,Adequate
5843,national_blood_centre,BB_0093,urban,VNRD_centralised,1,1,1,1,2,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2022,9,212,236,212,178,0.9800,5.40,11,46,0,0,0,not_applicable,0.50,0,0,0,0,1,2022-09-01,-24,57,26.89,21.70,5.19,75.42,83.96,83.96,0.00000,No Shortage,High,Low Stock
5844,national_blood_centre,BB_0149,urban,VNRD_centralised,1,1,1,1,14,group_O_neg_emergency,red_cells,35,42,65.00,B_neg,2023,5,176,251,176,152,0.9800,6.60,11,6,1,0,0,not_applicable,0.50,1,0,0,1,1,2023-05-01,-75,17,9.66,3.41,6.25,60.56,86.36,86.36,0.00398,No Shortage,Low,Adequate
5845,national_blood_centre,BB_0077,rural,VNRD_centralised,1,1,1,1,11,whole_blood,red_cells,35,42,40.00,O_pos,2022,5,209,266,209,164,0.9100,6.40,13,16,0,0,0,not_applicable,0.50,1,0,0,1,1,2022-05-01,-57,29,13.88,7.66,6.22,61.65,78.47,78.47,0.00000,No Shortage,Low,Low Stock
5846,national_blood_centre,BB_0052,urban,VNRD_centralised,1,1,1,1,9,packed_RBC,red_cells,35,42,55.00,O_pos,2023,10,199,247,199,161,1.0000,1.50,2,16,1,1,1,insufficient_donors,0.50,0,1,2,0,1,2023-10-01,-48,18,9.05,8.04,1.01,65.18,80.90,80.90,0.00405,Low,Low,Recovered
5847,national_blood_centre,BB_0126,urban,VNRD_centralised,1,1,1,1,7,fresh_frozen_plasma,plasma,-25,365,45.00,B_pos,2024,9,190,264,190,119,0.9700,6.40,12,13,1,1,3,transport_delay,0.80,1,0,2,1,1,2024-09-01,-74,25,13.16,6.84,6.32,45.08,62.63,62.63,0.00379,Moderate,Low,Recovered
5848,national_blood_centre,BB_0110,rural,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.00,O_pos,2022,2,197,247,195,114,1.0000,8.50,16,27,0,0,0,not_applicable,0.60,1,0,0,1,1,2022-02-01,-50,43,21.83,13.71,8.12,46.15,58.46,57.87,0.00000,No Shortage,High,Low Stock
5849,national_blood_centre,BB_0029,urban,VNRD_centralised,1,1,1,1,8,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2023,5,177,250,177,135,1.0000,3.30,5,28,0,0,0,not_applicable,0.90,1,0,0,1,1,2023-05-01,-73,33,18.64,15.82,2.82,54.00,76.27,76.27,0.00000,No Shortage,Moderate,Low Stock
5850,national_blood_centre,BB_0143,urban,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.00,A_pos,2023,3,191,238,191,107,1.0000,2.40,4,22,1,1,3,reagent_stockout_crossmatch,0.50,0,0,1,1,1,2023-03-01,-47,26,13.61,11.52,2.09,44.96,56.02,56.02,0.00420,Moderate,Low,Recovered
5851,national_blood_centre,BB_0006,urban,VNRD_centralised,1,1,1,1,10,whole_blood,red_cells,35,42,40.00,O_pos,2022,11,183,273,183,126,0.7700,10.60,19,16,1,1,5,cold_chain_break,1.60,2,0,5,1,1,2022-11-01,-90,35,19.13,8.74,10.38,46.15,68.85,68.85,0.00366,Moderate,High,Recovered
5852,national_blood_centre,BB_0146,peri_urban,VNRD_centralised,1,1,1,1,12,packed_RBC,red_cells,35,42,55.00,A_pos,2021,11,191,239,186,156,0.9200,2.40,4,19,1,0,0,not_applicable,0.50,1,0,0,0,1,2021-11-01,-48,23,12.04,9.95,2.09,65.27,83.87,81.68,0.00418,No Shortage,Low,Adequate
5853,national_blood_centre,BB_0079,urban,VNRD_centralised,1,1,1,1,8,fresh_frozen_plasma,plasma,-25,365,45.00,A_pos,2022,7,214,242,179,137,0.9600,6.00,12,27,1,0,0,not_applicable,0.90,0,0,0,1,1,2022-07-01,-28,39,18.22,12.62,5.61,56.61,76.54,64.02,0.00413,No Shortage,Moderate,Adequate
5854,national_blood_centre,BB_0010,peri_urban,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.00,O_neg,2023,5,206,285,205,166,0.9900,7.10,14,20,0,0,0,not_applicable,0.50,0,0,0,1,1,2023-05-01,-79,34,16.50,9.71,6.80,58.25,80.98,80.58,0.00000,No Shortage,Moderate,Low Stock
5855,national_blood_centre,BB_0048,urban,VNRD_centralised,1,1,1,1,5,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2022,3,206,281,206,130,0.9700,5.30,10,9,1,0,0,not_applicable,0.80,1,0,0,1,1,2022-03-01,-75,19,9.22,4.37,4.85,46.26,63.11,63.11,0.00356,No Shortage,Low,Adequate
5856,national_blood_centre,BB_0025,urban,VNRD_centralised,1,1,1,1,4,group_O_neg_emergency,red_cells,35,42,65.00,A_neg,2023,11,198,261,198,118,0.7400,0.50,0,33,1,1,2,demand_surge_trauma,0.60,0,0,0,1,1,2023-11-01,-63,33,16.67,16.67,0.00,45.21,59.60,59.60,0.00383,Low,Moderate,Recovered
5857,national_blood_centre,BB_0043,peri_urban,VNRD_centralised,1,1,1,1,8,whole_blood,red_cells,35,42,40.00,A_pos,2024,7,205,266,205,149,0.8700,11.70,23,4,1,0,0,not_applicable,0.50,0,0,0,1,1,2024-07-01,-61,27,13.17,1.95,11.22,56.02,72.68,72.68,0.00376,No Shortage,Low,Adequate
5858,national_blood_centre,BB_0075,urban,VNRD_centralised,1,1,1,1,9,packed_RBC,red_cells,35,42,55.00,B_pos,2023,9,186,250,186,130,0.8200,5.70,10,25,0,0,0,not_applicable,0.50,0,0,0,0,1,2023-09-01,-64,35,18.82,13.44,5.38,52.00,69.89,69.89,0.00000,No Shortage,Moderate,Low Stock
5859,national_blood_centre,BB_0114,rural,VNRD_centralised,1,1,1,1,10,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2024,3,192,256,190,158,0.9000,1.30,2,20,1,0,0,not_applicable,0.50,2,0,0,1,1,2024-03-01,-64,22,11.46,10.42,1.04,61.72,83.16,82.29,0.00391,No Shortage,Low,Adequate
5860,national_blood_centre,BB_0104,peri_urban,VNRD_centralised,1,1,1,1,5,platelet_concentrate,platelets,22,5,60.00,O_pos,2022,7,191,249,179,108,0.8700,8.40,16,19,1,0,0,not_applicable,1.90,0,0,0,1,1,2022-07-01,-58,35,18.32,9.95,8.38,43.37,60.34,56.54,0.00402,No Shortage,Moderate,Adequate
5861,national_blood_centre,BB_0013,urban,VNRD_centralised,1,1,1,1,8,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2022,2,199,241,178,125,0.9000,9.20,18,23,0,0,0,not_applicable,0.50,1,0,0,1,1,2022-02-01,-42,41,20.60,11.56,9.05,51.87,70.22,62.81,0.00000,No Shortage,High,Low Stock
5862,national_blood_centre,BB_0040,urban,VNRD_centralised,1,1,1,1,10,group_O_neg_emergency,red_cells,35,42,65.00,B_pos,2023,3,179,242,171,144,1.0000,13.50,24,25,1,0,0,not_applicable,2.10,4,0,0,1,1,2023-03-01,-63,49,27.37,13.97,13.41,59.50,84.21,80.45,0.00413,No Shortage,High,Adequate
5863,national_blood_centre,BB_0025,urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.00,AB_pos,2023,11,205,276,205,149,0.9100,4.30,8,30,0,0,0,not_applicable,0.50,0,0,0,1,1,2023-11-01,-71,38,18.54,14.63,3.90,53.99,72.68,72.68,0.00000,No Shortage,Moderate,Low Stock
5864,national_blood_centre,BB_0054,peri_urban,VNRD_centralised,1,1,1,1,8,packed_RBC,red_cells,35,42,55.00,O_pos,2024,2,211,222,184,100,1.0000,10.10,21,27,1,1,1,reagent_stockout_crossmatch,0.50,1,1,0,1,1,2024-02-01,-11,48,22.75,12.80,9.95,45.05,54.35,47.39,0.00450,Low,High,Recovered
5865,national_blood_centre,BB_0013,urban,VNRD_centralised,1,1,1,1,7,fresh_frozen_plasma,plasma,-25,365,45.00,AB_pos,2023,8,175,264,175,139,0.8400,6.50,11,24,1,1,7,demand_surge_trauma,0.50,0,0,2,1,1,2023-08-01,-89,35,20.00,13.71,6.29,52.65,79.43,79.43,0.00379,High,High,Recovered
5866,national_blood_centre,BB_0147,urban,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.00,A_pos,2024,4,188,245,174,147,0.9500,3.40,6,13,0,1,2,collection_campaign_failed,0.50,0,1,4,1,1,2024-04-01,-57,19,10.11,6.91,3.19,60.00,84.48,78.19,0.00000,Low,Low,Critical
5867,national_blood_centre,BB_0101,rural,VNRD_centralised,1,1,1,1,12,cryoprecipitate,plasma_derived,-25,365,50.00,A_pos,2024,7,206,237,206,159,1.0000,4.30,8,41,1,0,0,not_applicable,0.50,1,0,0,1,1,2024-07-01,-31,49,23.79,19.90,3.88,67.09,77.18,77.18,0.00422,No Shortage,High,Adequate
5899,national_blood_centre,BB_0136,urban,VNRD_centralised,1,1,1,1,12,whole_blood,red_cells,35,42,40.00,A_pos,2023,2,220,241,202,152,0.9800,3.50,7,54,1,0,0,not_applicable,0.50,0,0,0,1,0,2023-02-01,-21,61,27.73,24.55,3.18,63.07,75.25,69.09,0.00415,No Shortage,High,Adequate
5868,national_blood_centre,BB_0049,peri_urban,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.00,B_pos,2023,8,191,252,191,166,0.9600,2.80,5,5,1,1,3,reagent_stockout_crossmatch,1.50,0,0,1,1,1,2023-08-01,-61,10,5.24,2.62,2.62,65.87,86.91,86.91,0.00397,Moderate,Low,Recovered
5869,national_blood_centre,BB_0138,urban,VNRD_centralised,1,1,1,1,5,whole_blood,red_cells,35,42,40.00,A_pos,2023,10,182,265,182,101,0.9700,3.20,5,30,1,1,1,reagent_stockout_crossmatch,0.60,0,0,2,0,1,2023-10-01,-83,35,19.23,16.48,2.75,38.11,55.49,55.49,0.00377,Low,High,Recovered
5870,national_blood_centre,BB_0023,peri_urban,VNRD_centralised,1,1,1,1,8,packed_RBC,red_cells,35,42,55.00,A_pos,2024,7,204,232,193,118,0.9600,6.90,14,38,1,0,0,not_applicable,1.40,0,0,0,1,1,2024-07-01,-28,52,25.49,18.63,6.86,50.86,61.14,57.84,0.00431,No Shortage,High,Adequate
5871,national_blood_centre,BB_0034,peri_urban,VNRD_centralised,1,1,1,1,6,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2021,5,206,252,203,139,0.7900,8.60,17,20,0,0,0,not_applicable,0.50,0,0,0,1,1,2021-05-01,-46,37,17.96,9.71,8.25,55.16,68.47,67.48,0.00000,No Shortage,Moderate,Low Stock
5872,national_blood_centre,BB_0139,rural,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.00,O_pos,2021,6,196,241,192,141,0.9000,8.90,17,35,0,0,0,not_applicable,1.90,1,0,0,1,1,2021-06-01,-45,52,26.53,17.86,8.67,58.51,73.44,71.94,0.00000,No Shortage,High,Low Stock
5873,national_blood_centre,BB_0092,peri_urban,VNRD_centralised,1,1,1,1,10,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2024,1,198,271,198,139,1.0000,6.70,13,34,1,0,0,not_applicable,0.50,0,0,0,1,1,2024-01-01,-73,47,23.74,17.17,6.57,51.29,70.20,70.20,0.00369,No Shortage,High,Adequate
5874,national_blood_centre,BB_0078,urban,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.00,A_pos,2022,8,197,260,197,108,0.8800,3.30,6,24,1,1,1,tti_positive_discard,0.50,1,0,6,1,1,2022-08-01,-63,30,15.23,12.18,3.05,41.54,54.82,54.82,0.00385,Low,Moderate,Recovered
5875,national_blood_centre,BB_0014,rural,VNRD_centralised,1,1,1,1,10,whole_blood,red_cells,35,42,40.00,O_neg,2024,1,179,236,179,154,0.8000,1.50,2,5,1,0,0,not_applicable,0.50,1,0,0,1,1,2024-01-01,-57,7,3.91,2.79,1.12,65.25,86.03,86.03,0.00424,No Shortage,Low,Adequate
5876,national_blood_centre,BB_0057,urban,VNRD_centralised,1,1,1,1,11,packed_RBC,red_cells,35,42,55.00,B_pos,2023,5,220,236,175,145,1.0000,4.80,10,22,1,0,0,not_applicable,0.50,2,0,0,0,1,2023-05-01,-16,32,14.55,10.00,4.55,61.44,82.86,65.91,0.00424,No Shortage,Moderate,Adequate
5877,national_blood_centre,BB_0019,peri_urban,VNRD_centralised,1,1,1,1,4,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2022,1,217,236,202,154,1.0000,4.60,9,17,1,0,0,not_applicable,0.60,0,0,0,1,1,2022-01-01,-19,26,11.98,7.83,4.15,65.25,76.24,70.97,0.00424,No Shortage,Low,Adequate
5878,national_blood_centre,BB_0109,urban,VNRD_centralised,1,1,1,1,10,platelet_concentrate,platelets,22,5,60.00,O_pos,2024,3,199,285,199,135,0.8500,3.30,6,37,1,0,0,not_applicable,0.50,0,0,0,1,1,2024-03-01,-86,43,21.61,18.59,3.02,47.37,67.84,67.84,0.00351,No Shortage,High,Adequate
5879,national_blood_centre,BB_0051,peri_urban,VNRD_centralised,1,1,1,1,5,cryoprecipitate,plasma_derived,-25,365,50.00,AB_pos,2022,9,185,255,185,146,1.0000,5.00,9,22,0,0,0,not_applicable,0.50,0,0,0,1,1,2022-09-01,-70,31,16.76,11.89,4.86,57.25,78.92,78.92,0.00000,No Shortage,Moderate,Low Stock
5880,national_blood_centre,BB_0013,urban,VNRD_centralised,1,1,1,1,6,group_O_neg_emergency,red_cells,35,42,65.00,A_pos,2024,5,189,261,189,170,0.8900,0.50,0,14,1,0,0,not_applicable,2.50,0,0,0,0,1,2024-05-01,-72,14,7.41,7.41,0.00,65.13,89.95,89.95,0.00383,No Shortage,Low,Adequate
5881,national_blood_centre,BB_0008,rural,VNRD_centralised,1,1,1,1,13,whole_blood,red_cells,35,42,40.00,B_pos,2023,2,197,256,197,139,0.8000,5.30,10,28,1,1,3,seasonal_low_donation,0.50,1,0,3,1,1,2023-02-01,-59,38,19.29,14.21,5.08,54.30,70.56,70.56,0.00391,Moderate,High,Recovered
5882,national_blood_centre,BB_0026,peri_urban,VNRD_centralised,1,1,1,1,9,packed_RBC,red_cells,35,42,55.00,O_pos,2023,10,190,253,175,110,0.9400,7.20,13,20,1,0,0,not_applicable,2.60,0,0,0,0,1,2023-10-01,-63,33,17.37,10.53,6.84,43.48,62.86,57.89,0.00395,No Shortage,Moderate,Adequate
5883,national_blood_centre,BB_0006,urban,VNRD_centralised,1,1,1,1,12,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2023,1,219,246,204,179,0.9900,2.80,6,34,1,0,0,not_applicable,2.30,0,0,0,1,0,2023-01-01,-27,40,18.26,15.53,2.74,72.76,87.75,81.74,0.00407,No Shortage,Moderate,Adequate
5884,national_blood_centre,BB_0137,rural,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.00,O_pos,2024,12,198,233,186,123,0.9700,13.20,26,40,1,0,0,not_applicable,0.50,0,0,0,1,1,2024-12-01,-35,66,33.33,20.20,13.13,52.79,66.13,62.12,0.00429,No Shortage,High,Adequate
5885,national_blood_centre,BB_0087,urban,VNRD_centralised,1,1,1,1,10,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2021,4,192,235,177,116,0.8500,20.00,38,35,1,0,0,not_applicable,4.70,1,0,0,1,1,2021-04-01,-43,73,38.02,18.23,19.79,49.36,65.54,60.42,0.00426,No Shortage,High,Adequate
5886,national_blood_centre,BB_0043,rural,VNRD_centralised,1,1,1,1,7,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2023,7,198,230,190,140,0.9100,4.80,9,17,1,0,0,not_applicable,0.50,0,0,0,1,1,2023-07-01,-32,26,13.13,8.59,4.55,60.87,73.68,70.71,0.00435,No Shortage,Low,Adequate
5887,national_blood_centre,BB_0111,urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.00,O_pos,2021,3,204,255,199,118,1.0000,0.50,1,32,1,0,0,not_applicable,0.50,0,0,0,1,0,2021-03-01,-51,33,16.18,15.69,0.49,46.27,59.30,57.84,0.00392,No Shortage,Moderate,Adequate
5888,national_blood_centre,BB_0024,urban,VNRD_centralised,1,1,1,1,5,packed_RBC,red_cells,35,42,55.00,O_pos,2023,4,191,223,178,122,0.9000,2.90,5,17,1,0,0,not_applicable,0.50,0,0,0,1,1,2023-04-01,-32,22,11.52,8.90,2.62,54.71,68.54,63.87,0.00448,No Shortage,Low,Adequate
5889,national_blood_centre,BB_0121,peri_urban,VNRD_centralised,1,1,1,1,2,fresh_frozen_plasma,plasma,-25,365,45.00,B_pos,2022,8,168,251,168,130,1.0000,6.70,11,23,1,0,0,not_applicable,0.50,0,0,0,1,0,2022-08-01,-83,34,20.24,13.69,6.55,51.79,77.38,77.38,0.00398,No Shortage,High,Adequate
5890,national_blood_centre,BB_0081,peri_urban,VNRD_centralised,1,1,1,1,5,platelet_concentrate,platelets,22,5,60.00,B_pos,2021,5,203,240,188,120,1.0000,6.10,12,16,1,1,7,power_outage_storage,0.50,0,0,2,1,1,2021-05-01,-37,28,13.79,7.88,5.91,50.00,63.83,59.11,0.00417,High,Low,Recovered
5891,national_blood_centre,BB_0010,urban,VNRD_centralised,1,1,1,1,7,cryoprecipitate,plasma_derived,-25,365,50.00,B_pos,2024,7,203,245,189,139,0.9100,4.80,9,28,1,0,0,not_applicable,0.50,0,0,0,1,1,2024-07-01,-42,37,18.23,13.79,4.43,56.73,73.54,68.47,0.00408,No Shortage,Moderate,Adequate
5892,national_blood_centre,BB_0025,urban,VNRD_centralised,1,1,1,1,6,group_O_neg_emergency,red_cells,35,42,65.00,O_neg,2024,2,212,244,188,149,0.9100,0.50,1,15,1,0,0,not_applicable,0.60,0,0,0,1,1,2024-02-01,-32,16,7.55,7.08,0.47,61.07,79.26,70.28,0.00410,No Shortage,Low,Adequate
5893,national_blood_centre,BB_0063,rural,VNRD_centralised,1,1,1,1,9,whole_blood,red_cells,35,42,40.00,O_pos,2024,11,195,259,195,111,0.8700,11.70,22,16,1,0,0,not_applicable,0.50,1,0,0,1,1,2024-11-01,-64,38,19.49,8.21,11.28,42.86,56.92,56.92,0.00386,No Shortage,High,Adequate
5894,national_blood_centre,BB_0084,urban,VNRD_centralised,1,1,1,1,11,packed_RBC,red_cells,35,42,55.00,B_pos,2024,3,187,229,187,148,0.9200,4.30,8,31,1,0,0,not_applicable,3.00,0,0,0,1,1,2024-03-01,-42,39,20.86,16.58,4.28,64.63,79.14,79.14,0.00437,No Shortage,High,Adequate
5895,national_blood_centre,BB_0133,urban,VNRD_centralised,1,1,1,1,5,fresh_frozen_plasma,plasma,-25,365,45.00,B_pos,2023,4,198,257,198,177,0.8700,3.60,7,23,1,0,0,not_applicable,0.50,1,0,0,1,0,2023-04-01,-59,30,15.15,11.62,3.54,68.87,89.39,89.39,0.00389,No Shortage,Moderate,Adequate
5896,national_blood_centre,BB_0103,urban,VNRD_centralised,1,1,1,1,10,platelet_concentrate,platelets,22,5,60.00,O_pos,2021,8,217,241,202,160,0.9400,5.30,11,34,1,0,0,not_applicable,0.50,0,0,0,1,1,2021-08-01,-24,45,20.74,15.67,5.07,66.39,79.21,73.73,0.00415,No Shortage,High,Adequate
5897,national_blood_centre,BB_0134,urban,VNRD_centralised,1,1,1,1,7,cryoprecipitate,plasma_derived,-25,365,50.00,A_pos,2024,10,204,235,184,128,1.0000,2.20,4,27,1,1,1,collection_campaign_failed,0.70,1,1,4,1,1,2024-10-01,-31,31,15.20,13.24,1.96,54.47,69.57,62.75,0.00426,Low,Moderate,Recovered
5898,national_blood_centre,BB_0117,peri_urban,VNRD_centralised,1,1,1,1,7,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2024,12,192,253,190,152,0.8000,8.10,15,31,1,0,0,not_applicable,1.30,0,0,0,1,0,2024-12-01,-61,46,23.96,16.15,7.81,60.08,80.00,79.17,0.00395,No Shortage,High,Adequate
5900,national_blood_centre,BB_0012,urban,VNRD_centralised,1,1,1,1,12,packed_RBC,red_cells,35,42,55.00,O_pos,2021,3,178,267,178,151,0.8100,6.00,10,22,1,0,0,not_applicable,0.50,0,0,0,1,1,2021-03-01,-89,32,17.98,12.36,5.62,56.55,84.83,84.83,0.00375,No Shortage,Moderate,Adequate
5901,national_blood_centre,BB_0031,rural,VNRD_centralised,1,1,1,1,4,fresh_frozen_plasma,plasma,-25,365,45.00,AB_pos,2022,2,182,228,182,137,1.0000,0.50,0,26,0,0,0,not_applicable,0.50,0,0,0,1,1,2022-02-01,-46,26,14.29,14.29,0.00,60.09,75.27,75.27,0.00000,No Shortage,Moderate,Low Stock
5902,national_blood_centre,BB_0061,rural,VNRD_centralised,1,1,1,1,6,platelet_concentrate,platelets,22,5,60.00,O_pos,2024,5,207,255,188,118,1.0000,9.20,19,25,0,0,0,not_applicable,1.00,1,0,0,0,1,2024-05-01,-48,44,21.26,12.08,9.18,46.27,62.77,57.00,0.00000,No Shortage,High,Low Stock
5903,national_blood_centre,BB_0019,peri_urban,VNRD_centralised,1,1,1,1,5,cryoprecipitate,plasma_derived,-25,365,50.00,A_pos,2022,4,190,254,190,160,0.9400,6.80,12,21,0,1,2,reagent_stockout_crossmatch,0.70,1,1,0,1,1,2022-04-01,-64,33,17.37,11.05,6.32,62.99,84.21,84.21,0.00000,Low,Moderate,Critical
5904,national_blood_centre,BB_0063,peri_urban,VNRD_centralised,1,1,1,1,5,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2021,5,186,247,176,141,0.9300,8.40,15,18,1,0,0,not_applicable,2.80,3,0,0,1,1,2021-05-01,-61,33,17.74,9.68,8.06,57.09,80.11,75.81,0.00405,No Shortage,Moderate,Adequate
5905,national_blood_centre,BB_0097,rural,VNRD_centralised,1,1,1,1,11,whole_blood,red_cells,35,42,40.00,AB_pos,2022,8,219,240,203,159,0.8600,8.80,19,40,1,0,0,not_applicable,0.90,0,0,0,1,1,2022-08-01,-21,59,26.94,18.26,8.68,66.25,78.33,72.60,0.00417,No Shortage,High,Adequate
5906,national_blood_centre,BB_0069,urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.00,B_pos,2021,7,196,250,196,146,0.9900,6.10,11,14,0,0,0,not_applicable,0.80,0,0,0,1,1,2021-07-01,-54,25,12.76,7.14,5.61,58.40,74.49,74.49,0.00000,No Shortage,Low,Low Stock
5907,national_blood_centre,BB_0123,peri_urban,VNRD_centralised,1,1,1,1,7,fresh_frozen_plasma,plasma,-25,365,45.00,A_neg,2023,2,200,247,200,115,1.0000,3.50,7,35,1,1,1,demand_surge_trauma,0.50,0,1,0,1,0,2023-02-01,-47,42,21.00,17.50,3.50,46.56,57.50,57.50,0.00405,Low,High,Recovered
