id,facility_level,facility_id,region_type,collection_type,has_component_separation,has_NAT_testing,has_blood_bank_fridge,has_platelet_agitator,blood_bank_staff_count,product_name,product_category,storage_temp_C,shelf_life_days,unit_cost_usd,blood_group,year,month,units_collected_month,units_requested_month,units_crossmatched,units_transfused,tti_screened_pct,tti_positive_pct,units_discarded_tti,units_expired,available_on_survey_day,shortage_in_last_month,shortage_days_last_month,shortage_cause,crossmatch_turnaround_hours,transfusion_reactions_month,maternal_deaths_no_blood,surgical_cancellations_no_blood,cold_chain_maintained,report_submitted
5458,national_blood_centre,BB_0034,peri_urban,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.0,B_pos,2024,7,188,241,184,123,1.0,0.5,0,24,1,0,0,not_applicable,0.5,0,0,0,1,1
5459,national_blood_centre,BB_0093,peri_urban,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.0,A_pos,2022,7,201,243,201,130,0.83,4.0,8,15,1,0,0,not_applicable,0.5,2,0,0,1,1
5460,national_blood_centre,BB_0077,urban,VNRD_centralised,1,1,1,1,5,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2021,8,209,255,203,140,0.85,7.4,15,12,1,0,0,not_applicable,0.5,0,0,0,1,1
5461,national_blood_centre,BB_0068,rural,VNRD_centralised,1,1,1,1,10,whole_blood,red_cells,35,42,40.0,O_neg,2024,12,205,271,194,175,0.97,1.3,2,18,1,0,0,not_applicable,2.0,1,0,0,1,1
5462,national_blood_centre,BB_0117,urban,VNRD_centralised,1,1,1,1,17,packed_RBC,red_cells,35,42,55.0,O_pos,2023,10,192,262,192,149,0.79,0.5,0,23,0,0,0,not_applicable,1.4,0,0,0,1,1
5463,national_blood_centre,BB_0118,rural,VNRD_centralised,1,1,1,1,7,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2024,12,207,252,183,144,1.0,3.7,7,13,1,0,0,not_applicable,0.5,0,0,0,1,1
5464,national_blood_centre,BB_0126,urban,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.0,A_pos,2023,10,225,254,214,141,1.0,7.7,17,30,0,0,0,not_applicable,1.5,1,0,0,1,1
5465,national_blood_centre,BB_0149,rural,VNRD_centralised,1,1,1,1,6,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2022,12,212,285,212,174,1.0,6.5,13,22,1,0,0,not_applicable,1.6,1,0,0,1,1
5466,national_blood_centre,BB_0057,urban,VNRD_centralised,1,1,1,1,7,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2022,9,216,227,207,158,0.97,0.7,1,16,1,0,0,not_applicable,3.4,0,0,0,1,0
5467,national_blood_centre,BB_0117,urban,VNRD_centralised,1,1,1,1,8,whole_blood,red_cells,35,42,40.0,O_pos,2023,1,166,242,166,124,0.91,8.7,14,24,0,0,0,not_applicable,0.5,0,0,0,1,1
5468,national_blood_centre,BB_0125,urban,VNRD_centralised,1,1,1,1,6,packed_RBC,red_cells,35,42,55.0,AB_pos,2024,6,208,253,188,156,1.0,0.5,1,30,1,0,0,not_applicable,0.5,0,0,0,1,0
5469,national_blood_centre,BB_0092,urban,VNRD_centralised,1,1,1,1,3,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2024,12,190,262,190,143,1.0,14.1,26,25,1,0,0,not_applicable,0.5,0,0,0,1,1
5470,national_blood_centre,BB_0016,rural,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.0,O_pos,2022,11,210,244,208,178,1.0,4.0,8,32,0,0,0,not_applicable,0.5,1,0,0,1,0
5471,national_blood_centre,BB_0046,urban,VNRD_centralised,1,1,1,1,8,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2024,3,188,215,180,144,1.0,5.4,10,4,1,1,3,demand_surge_trauma,2.4,0,0,0,1,1
5472,national_blood_centre,BB_0102,urban,VNRD_centralised,1,1,1,1,9,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2023,3,160,267,160,111,1.0,4.1,6,21,1,1,5,collection_campaign_failed,0.6,1,1,1,1,1
5473,national_blood_centre,BB_0146,rural,VNRD_centralised,1,1,1,1,11,whole_blood,red_cells,35,42,40.0,B_pos,2024,6,185,253,185,127,1.0,2.3,4,21,1,0,0,not_applicable,1.1,0,0,0,1,1
5474,national_blood_centre,BB_0094,urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.0,AB_pos,2022,4,198,234,189,123,1.0,8.4,16,30,0,1,2,collection_campaign_failed,2.0,1,0,6,1,1
5475,national_blood_centre,BB_0082,urban,VNRD_centralised,1,1,1,1,8,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2021,7,184,226,168,136,0.91,8.2,15,31,1,0,0,not_applicable,1.2,0,0,0,1,1
5476,national_blood_centre,BB_0097,urban,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.0,A_pos,2022,6,185,253,185,149,1.0,6.6,12,31,1,0,0,not_applicable,3.3,1,0,0,1,0
5477,national_blood_centre,BB_0110,rural,VNRD_centralised,1,1,1,1,7,cryoprecipitate,plasma_derived,-25,365,50.0,A_pos,2021,7,199,256,195,154,1.0,3.0,5,24,1,0,0,not_applicable,0.5,1,0,0,1,1
5478,national_blood_centre,BB_0089,urban,VNRD_centralised,1,1,1,1,6,group_O_neg_emergency,red_cells,35,42,65.0,A_pos,2024,4,195,233,193,173,0.92,2.2,4,23,1,0,0,not_applicable,1.3,0,0,0,1,1
5479,national_blood_centre,BB_0090,urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.0,B_pos,2022,9,210,243,201,133,0.9,7.2,15,17,0,0,0,not_applicable,0.5,0,0,0,1,1
5480,national_blood_centre,BB_0087,rural,VNRD_centralised,1,1,1,1,11,packed_RBC,red_cells,35,42,55.0,B_pos,2021,4,201,244,196,124,1.0,4.2,8,12,1,0,0,not_applicable,1.4,0,0,0,1,1
5481,national_blood_centre,BB_0137,urban,VNRD_centralised,1,1,1,1,14,fresh_frozen_plasma,plasma,-25,365,45.0,B_pos,2022,12,210,202,165,143,0.8,6.3,13,30,1,0,0,not_applicable,1.1,1,0,0,1,0
5482,national_blood_centre,BB_0097,urban,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.0,O_pos,2022,4,185,251,185,168,0.89,6.3,11,20,0,0,0,not_applicable,3.5,0,0,0,1,1
5483,national_blood_centre,BB_0006,peri_urban,VNRD_centralised,1,1,1,1,3,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2022,7,177,259,177,132,0.92,6.2,10,26,1,0,0,not_applicable,0.5,0,0,0,0,1
5484,national_blood_centre,BB_0096,peri_urban,VNRD_centralised,1,1,1,1,6,group_O_neg_emergency,red_cells,35,42,65.0,A_pos,2022,10,189,230,181,127,1.0,2.8,5,30,1,0,0,not_applicable,1.4,1,0,0,1,1
5485,national_blood_centre,BB_0017,rural,VNRD_centralised,1,1,1,1,9,whole_blood,red_cells,35,42,40.0,B_pos,2024,10,214,238,181,146,0.87,4.1,8,39,1,1,1,insufficient_donors,0.5,0,0,1,0,1
5486,national_blood_centre,BB_0140,peri_urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.0,O_pos,2022,12,198,255,198,150,0.81,3.0,5,33,1,0,0,not_applicable,0.5,0,0,0,1,1
5487,national_blood_centre,BB_0050,urban,VNRD_centralised,1,1,1,1,8,fresh_frozen_plasma,plasma,-25,365,45.0,B_pos,2021,8,217,222,167,95,0.95,3.3,7,19,1,0,0,not_applicable,0.5,0,0,0,1,1
5488,national_blood_centre,BB_0007,rural,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.0,O_pos,2024,8,183,254,183,105,0.82,1.5,2,27,1,1,4,TTI_positive_discard,0.7,0,0,0,1,1
5489,national_blood_centre,BB_0149,peri_urban,VNRD_centralised,1,1,1,1,11,cryoprecipitate,plasma_derived,-25,365,50.0,B_pos,2021,1,203,263,193,133,0.97,6.1,12,15,1,0,0,not_applicable,0.5,0,0,0,1,1
5490,national_blood_centre,BB_0106,urban,VNRD_centralised,1,1,1,1,2,group_O_neg_emergency,red_cells,35,42,65.0,A_neg,2023,11,187,234,174,123,0.9,11.4,21,28,1,0,0,not_applicable,2.9,0,0,0,1,1
5491,national_blood_centre,BB_0131,urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.0,B_pos,2022,10,184,259,184,106,1.0,9.1,16,16,1,0,0,not_applicable,0.7,0,0,0,1,1
5492,national_blood_centre,BB_0026,peri_urban,VNRD_centralised,1,1,1,1,9,packed_RBC,red_cells,35,42,55.0,B_pos,2024,5,201,263,201,148,0.9,2.7,5,17,1,0,0,not_applicable,1.2,0,0,0,1,1
5493,national_blood_centre,BB_0100,peri_urban,VNRD_centralised,1,1,1,1,7,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2022,3,220,262,220,188,0.91,3.9,8,22,1,0,0,not_applicable,2.1,1,0,0,1,1
5494,national_blood_centre,BB_0117,urban,VNRD_centralised,1,1,1,1,10,platelet_concentrate,platelets,22,5,60.0,O_pos,2024,12,206,261,206,146,0.99,1.9,3,27,1,0,0,not_applicable,0.9,0,0,0,1,1
5495,national_blood_centre,BB_0057,rural,VNRD_centralised,1,1,1,1,6,cryoprecipitate,plasma_derived,-25,365,50.0,A_pos,2023,9,220,240,188,126,0.84,1.0,2,33,1,0,0,not_applicable,1.8,0,0,0,1,0
5496,national_blood_centre,BB_0135,rural,VNRD_centralised,1,1,1,1,3,group_O_neg_emergency,red_cells,35,42,65.0,B_pos,2023,9,208,233,170,135,1.0,2.8,5,36,1,0,0,not_applicable,0.6,0,0,0,1,1
5497,national_blood_centre,BB_0097,peri_urban,VNRD_centralised,1,1,1,1,5,whole_blood,red_cells,35,42,40.0,O_pos,2024,12,184,228,181,144,0.93,1.3,2,10,1,0,0,not_applicable,2.9,0,0,0,1,1
5498,national_blood_centre,BB_0054,urban,VNRD_centralised,1,1,1,1,5,packed_RBC,red_cells,35,42,55.0,A_pos,2021,2,199,256,184,157,0.83,6.3,12,16,0,0,0,not_applicable,1.9,0,0,0,1,1
5499,national_blood_centre,BB_0016,peri_urban,VNRD_centralised,1,1,1,1,10,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2022,7,157,263,157,111,0.9,5.7,8,13,1,1,6,demand_surge_obstetric,0.6,1,0,1,1,1
5500,national_blood_centre,BB_0001,rural,VNRD_centralised,1,1,1,1,13,platelet_concentrate,platelets,22,5,60.0,B_pos,2021,5,220,200,154,105,0.83,5.0,11,27,1,0,0,not_applicable,1.0,0,0,0,1,1
5501,national_blood_centre,BB_0134,urban,VNRD_centralised,1,1,1,1,12,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2024,2,190,237,177,138,0.84,9.6,18,22,0,0,0,not_applicable,1.0,0,0,0,1,1
5502,national_blood_centre,BB_0091,rural,VNRD_centralised,1,1,1,1,3,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2021,10,198,244,173,111,1.0,8.1,16,13,0,1,6,insufficient_donors,1.6,0,1,0,1,1
5503,national_blood_centre,BB_0067,urban,VNRD_centralised,1,1,1,1,10,whole_blood,red_cells,35,42,40.0,B_pos,2023,6,185,259,185,128,0.61,0.5,0,17,1,0,0,not_applicable,0.5,0,0,0,1,1
5504,national_blood_centre,BB_0131,urban,VNRD_centralised,1,1,1,1,6,packed_RBC,red_cells,35,42,55.0,O_pos,2023,10,210,247,186,165,0.94,5.8,12,44,1,0,0,not_applicable,1.2,0,0,0,1,1
5505,national_blood_centre,BB_0082,urban,VNRD_centralised,1,1,1,1,17,fresh_frozen_plasma,plasma,-25,365,45.0,AB_pos,2022,2,205,263,205,179,0.99,1.3,2,20,1,0,0,not_applicable,1.6,1,0,0,1,1
5506,national_blood_centre,BB_0078,urban,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.0,O_pos,2021,5,202,228,191,156,0.91,6.5,13,19,0,0,0,not_applicable,0.5,2,0,0,1,1
5507,national_blood_centre,BB_0091,peri_urban,VNRD_centralised,1,1,1,1,13,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2024,3,206,212,174,132,0.91,9.8,20,43,0,0,0,not_applicable,0.5,0,0,0,1,1
5508,national_blood_centre,BB_0028,urban,VNRD_centralised,1,1,1,1,7,group_O_neg_emergency,red_cells,35,42,65.0,B_pos,2022,6,201,286,201,143,0.97,3.0,6,1,1,0,0,not_applicable,2.1,1,0,0,1,1
5509,national_blood_centre,BB_0036,urban,VNRD_centralised,1,1,1,1,9,whole_blood,red_cells,35,42,40.0,B_pos,2022,5,213,249,186,131,0.94,2.2,4,39,1,1,6,reagent_stockout_crossmatch,1.0,0,0,4,1,1
5510,national_blood_centre,BB_0014,peri_urban,VNRD_centralised,1,1,1,1,8,packed_RBC,red_cells,35,42,55.0,O_pos,2024,1,207,247,191,134,1.0,4.8,9,23,0,1,4,reagent_stockout_crossmatch,0.9,0,0,9,0,1
5511,national_blood_centre,BB_0033,urban,VNRD_centralised,1,1,1,1,12,fresh_frozen_plasma,plasma,-25,365,45.0,B_pos,2022,10,181,236,181,137,1.0,4.1,7,16,0,0,0,not_applicable,2.8,1,0,0,1,1
5512,national_blood_centre,BB_0005,peri_urban,VNRD_centralised,1,1,1,1,10,platelet_concentrate,platelets,22,5,60.0,A_pos,2024,3,172,252,172,121,0.88,0.5,0,22,0,1,1,cold_chain_break,0.5,0,1,2,1,1
5513,national_blood_centre,BB_0035,peri_urban,VNRD_centralised,1,1,1,1,8,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2024,12,205,251,192,133,0.85,0.5,1,25,1,0,0,not_applicable,0.5,2,0,0,1,1
5514,national_blood_centre,BB_0010,urban,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2024,5,178,245,178,159,1.0,4.2,7,6,1,0,0,not_applicable,0.7,1,0,0,1,1
5515,national_blood_centre,BB_0034,urban,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.0,O_pos,2022,12,215,258,215,122,1.0,3.9,8,14,1,1,2,collection_campaign_failed,0.5,0,1,0,1,1
5516,national_blood_centre,BB_0135,urban,VNRD_centralised,1,1,1,1,10,packed_RBC,red_cells,35,42,55.0,O_pos,2023,10,225,242,193,166,0.9,4.7,10,45,1,1,4,TTI_positive_discard,1.0,1,0,5,1,1
5517,national_blood_centre,BB_0137,peri_urban,VNRD_centralised,1,1,1,1,10,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2023,10,216,239,185,140,0.94,9.3,20,1,0,0,0,not_applicable,0.5,0,0,0,1,0
5518,national_blood_centre,BB_0104,peri_urban,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.0,O_pos,2022,11,200,264,200,135,0.83,0.5,1,17,1,0,0,not_applicable,1.5,0,0,0,1,1
5519,national_blood_centre,BB_0086,urban,VNRD_centralised,1,1,1,1,6,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2024,9,213,244,210,131,0.94,5.2,11,39,1,0,0,not_applicable,3.1,0,0,0,1,1
5520,national_blood_centre,BB_0085,urban,VNRD_centralised,1,1,1,1,5,group_O_neg_emergency,red_cells,35,42,65.0,A_neg,2024,12,185,262,185,164,1.0,7.4,13,27,1,0,0,not_applicable,1.0,1,0,0,0,1
5521,national_blood_centre,BB_0132,urban,VNRD_centralised,1,1,1,1,8,whole_blood,red_cells,35,42,40.0,O_pos,2024,8,199,259,199,157,0.72,5.8,11,28,1,1,7,expired_units,0.5,0,0,0,1,1
5522,national_blood_centre,BB_0028,urban,VNRD_centralised,1,1,1,1,6,packed_RBC,red_cells,35,42,55.0,B_pos,2024,4,202,257,188,115,0.86,5.1,10,44,1,0,0,not_applicable,0.5,0,0,0,1,0
5523,national_blood_centre,BB_0043,rural,VNRD_centralised,1,1,1,1,11,fresh_frozen_plasma,plasma,-25,365,45.0,AB_pos,2024,9,217,261,209,163,0.77,8.1,17,16,1,0,0,not_applicable,0.5,0,0,0,1,1
5524,national_blood_centre,BB_0082,urban,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.0,A_pos,2024,6,188,275,188,137,0.82,4.4,8,25,0,0,0,not_applicable,0.5,0,0,0,1,1
5525,national_blood_centre,BB_0054,urban,VNRD_centralised,1,1,1,1,13,cryoprecipitate,plasma_derived,-25,365,50.0,A_neg,2023,10,194,260,194,194,0.93,4.1,7,42,1,0,0,not_applicable,1.3,0,0,0,1,1
5526,national_blood_centre,BB_0016,urban,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.0,B_pos,2023,2,194,278,194,155,0.87,2.6,5,37,0,0,0,not_applicable,0.5,0,0,0,1,1
5527,national_blood_centre,BB_0049,rural,VNRD_centralised,1,1,1,1,9,whole_blood,red_cells,35,42,40.0,B_neg,2021,1,205,268,205,128,0.97,1.8,3,52,1,0,0,not_applicable,1.2,0,0,0,1,1
5528,national_blood_centre,BB_0147,urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.0,O_pos,2024,8,222,242,186,144,0.93,2.7,5,30,1,0,0,not_applicable,0.6,0,0,0,1,1
5529,national_blood_centre,BB_0001,rural,VNRD_centralised,1,1,1,1,7,fresh_frozen_plasma,plasma,-25,365,45.0,B_pos,2022,11,213,237,174,143,0.92,4.8,10,24,0,0,0,not_applicable,0.8,0,0,0,1,1
5530,national_blood_centre,BB_0143,peri_urban,VNRD_centralised,1,1,1,1,11,platelet_concentrate,platelets,22,5,60.0,B_pos,2022,2,204,249,195,165,0.87,0.5,1,28,1,1,1,demand_surge_obstetric,3.5,0,1,5,1,1
5531,national_blood_centre,BB_0023,urban,VNRD_centralised,1,1,1,1,11,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2024,7,222,239,186,146,0.92,11.4,25,35,1,1,14,TTI_positive_discard,1.1,1,0,4,1,1
5532,national_blood_centre,BB_0006,rural,VNRD_centralised,1,1,1,1,10,group_O_neg_emergency,red_cells,35,42,65.0,B_pos,2022,3,203,245,203,175,0.8,3.2,6,37,1,0,0,not_applicable,0.5,0,0,0,1,1
5533,national_blood_centre,BB_0037,urban,VNRD_centralised,1,1,1,1,5,whole_blood,red_cells,35,42,40.0,O_pos,2022,9,186,262,186,145,0.96,4.1,7,30,1,0,0,not_applicable,0.9,0,0,0,1,1
5534,national_blood_centre,BB_0045,peri_urban,VNRD_centralised,1,1,1,1,5,packed_RBC,red_cells,35,42,55.0,B_pos,2021,1,195,246,189,144,1.0,6.6,12,21,1,0,0,not_applicable,0.5,0,0,0,1,1
5535,national_blood_centre,BB_0003,urban,VNRD_centralised,1,1,1,1,6,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2023,3,203,246,203,175,1.0,2.8,5,21,1,1,1,expired_units,1.4,0,0,0,1,1
5536,national_blood_centre,BB_0025,urban,VNRD_centralised,1,1,1,1,6,platelet_concentrate,platelets,22,5,60.0,O_pos,2023,1,185,246,184,115,0.88,9.2,17,18,1,1,23,demand_surge_trauma,5.5,1,0,3,1,0
5537,national_blood_centre,BB_0112,peri_urban,VNRD_centralised,1,1,1,1,10,cryoprecipitate,plasma_derived,-25,365,50.0,A_neg,2022,7,191,252,191,191,0.93,8.4,16,29,1,0,0,not_applicable,0.9,1,0,0,1,1
5538,national_blood_centre,BB_0143,urban,VNRD_centralised,1,1,1,1,13,group_O_neg_emergency,red_cells,35,42,65.0,B_pos,2021,7,203,237,163,148,0.89,2.0,4,0,1,0,0,not_applicable,0.5,0,0,0,1,1
5539,national_blood_centre,BB_0044,urban,VNRD_centralised,1,1,1,1,8,whole_blood,red_cells,35,42,40.0,A_neg,2024,8,193,240,193,156,0.86,5.5,10,30,1,1,9,TTI_positive_discard,0.6,0,1,0,1,1
5540,national_blood_centre,BB_0104,urban,VNRD_centralised,1,1,1,1,6,packed_RBC,red_cells,35,42,55.0,O_pos,2022,9,206,236,204,185,1.0,5.8,11,27,0,1,6,demand_surge_obstetric,2.5,0,0,3,0,1
5541,national_blood_centre,BB_0100,peri_urban,VNRD_centralised,1,1,1,1,14,fresh_frozen_plasma,plasma,-25,365,45.0,AB_pos,2023,5,197,275,197,159,1.0,9.4,18,20,1,0,0,not_applicable,2.7,0,0,0,1,1
5542,national_blood_centre,BB_0098,peri_urban,VNRD_centralised,1,1,1,1,4,platelet_concentrate,platelets,22,5,60.0,A_pos,2024,1,212,236,169,144,1.0,2.0,4,7,1,0,0,not_applicable,0.5,0,0,0,1,1
5543,national_blood_centre,BB_0053,urban,VNRD_centralised,1,1,1,1,7,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2024,12,209,224,183,159,1.0,4.7,9,26,1,1,1,expired_units,0.5,0,0,6,1,1
5544,national_blood_centre,BB_0008,urban,VNRD_centralised,1,1,1,1,4,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2024,6,202,248,178,134,0.78,6.0,12,31,1,0,0,not_applicable,0.7,3,0,0,1,1
5545,national_blood_centre,BB_0111,rural,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.0,A_pos,2022,10,193,236,193,137,0.94,1.0,1,23,1,0,0,not_applicable,0.5,0,0,0,1,1
5546,national_blood_centre,BB_0117,urban,VNRD_centralised,1,1,1,1,6,packed_RBC,red_cells,35,42,55.0,B_pos,2022,4,183,257,183,128,1.0,1.7,3,9,1,0,0,not_applicable,0.5,0,0,0,1,1
5547,national_blood_centre,BB_0076,rural,VNRD_centralised,1,1,1,1,5,fresh_frozen_plasma,plasma,-25,365,45.0,A_neg,2023,10,221,230,180,154,1.0,0.5,1,28,1,0,0,not_applicable,0.5,0,0,0,0,0
5548,national_blood_centre,BB_0012,urban,VNRD_centralised,1,1,1,1,10,platelet_concentrate,platelets,22,5,60.0,A_pos,2023,1,199,265,199,157,1.0,0.5,0,19,1,0,0,not_applicable,1.1,1,0,0,0,1
5549,national_blood_centre,BB_0116,urban,VNRD_centralised,1,1,1,1,3,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2021,11,192,228,166,130,1.0,4.6,8,33,0,0,0,not_applicable,1.3,1,0,0,1,1
5550,national_blood_centre,BB_0145,rural,VNRD_centralised,1,1,1,1,6,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2021,11,205,260,190,160,0.75,7.9,16,37,0,0,0,not_applicable,0.5,0,0,0,1,1
5551,national_blood_centre,BB_0009,peri_urban,VNRD_centralised,1,1,1,1,2,whole_blood,red_cells,35,42,40.0,O_pos,2024,8,202,238,202,142,1.0,1.3,2,19,1,0,0,not_applicable,0.7,1,0,0,1,1
5552,national_blood_centre,BB_0016,urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.0,O_pos,2024,5,219,273,219,206,1.0,4.3,9,13,1,0,0,not_applicable,1.4,0,0,0,1,0
5553,national_blood_centre,BB_0135,urban,VNRD_centralised,1,1,1,1,7,fresh_frozen_plasma,plasma,-25,365,45.0,A_pos,2021,1,209,227,160,101,0.81,7.9,16,32,1,0,0,not_applicable,1.7,2,0,0,1,1
5554,national_blood_centre,BB_0069,rural,VNRD_centralised,1,1,1,1,2,platelet_concentrate,platelets,22,5,60.0,O_pos,2024,8,195,249,195,144,0.99,2.1,4,33,1,0,0,not_applicable,0.5,0,0,0,1,1
5555,national_blood_centre,BB_0016,urban,VNRD_centralised,1,1,1,1,6,cryoprecipitate,plasma_derived,-25,365,50.0,B_pos,2022,1,185,265,185,124,1.0,5.5,10,21,1,0,0,not_applicable,0.5,1,0,0,1,1
5556,national_blood_centre,BB_0001,urban,VNRD_centralised,1,1,1,1,12,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2024,6,213,251,172,146,1.0,7.6,16,8,1,0,0,not_applicable,1.8,0,0,0,1,1
5557,national_blood_centre,BB_0147,urban,VNRD_centralised,1,1,1,1,5,whole_blood,red_cells,35,42,40.0,O_pos,2024,10,190,240,179,116,0.81,8.6,16,40,1,0,0,not_applicable,0.5,0,0,0,1,1
5558,national_blood_centre,BB_0048,urban,VNRD_centralised,1,1,1,1,8,packed_RBC,red_cells,35,42,55.0,O_pos,2023,6,201,255,201,130,0.85,6.8,13,24,1,0,0,not_applicable,0.7,0,0,0,1,1
5559,national_blood_centre,BB_0088,urban,VNRD_centralised,1,1,1,1,8,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2024,10,213,248,175,120,1.0,6.0,12,9,1,0,0,not_applicable,0.8,0,0,0,1,0
5560,national_blood_centre,BB_0135,urban,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.0,A_pos,2024,1,221,246,198,189,0.93,5.7,12,32,1,0,0,not_applicable,0.5,0,0,0,1,0
5561,national_blood_centre,BB_0077,peri_urban,VNRD_centralised,1,1,1,1,13,cryoprecipitate,plasma_derived,-25,365,50.0,B_pos,2024,11,190,248,190,139,1.0,3.4,6,26,1,0,0,not_applicable,0.5,0,0,0,1,1
5562,national_blood_centre,BB_0059,rural,VNRD_centralised,1,1,1,1,13,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2023,11,228,273,228,197,0.95,6.4,14,13,1,1,1,TTI_positive_discard,0.5,0,0,1,1,1
5563,national_blood_centre,BB_0066,urban,VNRD_centralised,1,1,1,1,10,whole_blood,red_cells,35,42,40.0,O_pos,2023,8,189,250,185,106,1.0,1.3,2,22,1,1,3,expired_units,0.5,1,0,7,1,1
5564,national_blood_centre,BB_0146,rural,VNRD_centralised,1,1,1,1,10,packed_RBC,red_cells,35,42,55.0,O_pos,2022,12,194,260,194,139,0.96,5.6,10,19,1,0,0,not_applicable,0.9,1,0,0,1,1
5565,national_blood_centre,BB_0022,urban,VNRD_centralised,1,1,1,1,6,fresh_frozen_plasma,plasma,-25,365,45.0,B_neg,2021,9,228,267,197,160,0.96,3.7,8,12,1,0,0,not_applicable,0.5,0,0,0,1,1
5566,national_blood_centre,BB_0077,peri_urban,VNRD_centralised,1,1,1,1,5,platelet_concentrate,platelets,22,5,60.0,O_pos,2023,1,182,287,182,145,1.0,0.5,0,18,1,0,0,not_applicable,1.3,0,0,0,1,1
5567,national_blood_centre,BB_0054,peri_urban,VNRD_centralised,1,1,1,1,7,cryoprecipitate,plasma_derived,-25,365,50.0,A_pos,2023,10,197,269,197,147,0.82,4.0,7,20,1,1,1,reagent_stockout_crossmatch,1.8,1,0,4,1,1
5568,national_blood_centre,BB_0083,urban,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.0,A_pos,2024,9,197,243,197,142,1.0,4.6,9,17,0,1,6,power_outage_storage,0.6,1,1,0,1,0
5569,national_blood_centre,BB_0032,urban,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.0,B_pos,2024,9,191,262,191,150,0.83,4.3,8,17,0,0,0,not_applicable,3.2,1,0,0,1,1
5570,national_blood_centre,BB_0113,peri_urban,VNRD_centralised,1,1,1,1,6,packed_RBC,red_cells,35,42,55.0,B_pos,2022,5,205,230,177,171,0.93,0.5,1,18,0,0,0,not_applicable,0.5,0,0,0,1,1
5571,national_blood_centre,BB_0061,rural,VNRD_centralised,1,1,1,1,6,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2024,4,213,233,168,122,0.93,1.9,4,7,1,1,4,expired_units,1.3,1,0,0,1,1
5572,national_blood_centre,BB_0030,rural,VNRD_centralised,1,1,1,1,10,platelet_concentrate,platelets,22,5,60.0,O_pos,2023,8,221,242,171,134,0.74,9.6,21,18,1,0,0,not_applicable,4.0,2,0,0,1,1
